order date (DateOrders),shipping date (DateOrders),Shipping Mode,Order Region,Order Country,Order State,order_month,actual_delay_days,Days for shipment (scheduled),is_late,Category Name,Late_delivery_risk
2015-06-06 14:29:00,2015-06-11 14:29:00,Standard Class,Western Europe,Francia,Isla de Francia,6,5,4,1,Camping & Hiking,1
2015-08-17 13:20:00,2015-08-21 13:20:00,Standard Class,Western Europe,Países Bajos,Limburgo,8,4,4,0,Fishing,0
2017-07-29 00:47:00,2017-08-01 00:47:00,Standard Class,Southern Europe,Italia,Apulia,7,3,4,0,Camping & Hiking,0
2015-10-13 06:04:00,2015-10-16 06:04:00,Standard Class,Southern Europe,España,Madrid,10,3,4,0,Fishing,0
2015-06-24 02:54:00,2015-06-29 02:54:00,Standard Class,Southern Europe,Italia,Apulia,6,5,4,1,Fishing,1
2015-09-04 02:48:00,2015-09-06 02:48:00,Standard Class,Western Europe,Alemania,Bavaria,9,2,4,0,Camping & Hiking,0
2015-09-30 10:28:00,2015-10-05 10:28:00,Standard Class,Western Europe,Francia,Aquitania-Lemosín-Poitou-Charentes,9,5,4,1,Fishing,1
2016-12-05 03:34:00,2016-12-09 03:34:00,Standard Class,Eastern Europe,Ucrania,Kirovohrad,12,4,4,0,Camping & Hiking,0
2015-07-19 08:18:00,2015-07-22 08:18:00,Standard Class,Western Europe,Alemania,Renania del Norte-Westfalia,7,3,4,0,Camping & Hiking,0
2015-08-09 06:41:00,2015-08-11 06:41:00,Standard Class,Western Europe,Francia,Provenza-Alpes-Costa Azul,8,2,4,0,Fishing,0
2015-08-01 12:39:00,2015-08-07 12:39:00,Standard Class,Western Europe,Bélgica,Flanders Oriental,8,6,4,1,Fishing,1
2015-08-22 04:03:00,2015-08-27 04:03:00,Standard Class,Northern Europe,Dinamarca,Región Capital,8,5,4,1,Fishing,1
2015-07-10 00:05:00,2015-07-13 00:05:00,Standard Class,Southern Europe,España,Madrid,7,3,4,0,Fishing,0
2015-08-18 03:00:00,2015-08-21 03:00:00,Standard Class,Western Europe,Alemania,Baden-Wurtemberg,8,3,4,0,Camping & Hiking,0
2015-06-06 10:17:00,2015-06-09 10:17:00,Standard Class,Western Europe,Alemania,Sajonia,6,3,4,0,Camping & Hiking,0
2015-06-12 04:19:00,2015-06-14 04:19:00,Standard Class,Western Europe,Alemania,Bavaria,6,2,4,0,Fishing,0
2016-11-17 07:47:00,2016-11-20 07:47:00,Standard Class,Eastern Europe,Polonia,Silesia,11,3,4,0,Camping & Hiking,0
2017-09-22 21:12:00,2017-09-26 21:12:00,Standard Class,Northern Europe,Suecia,Estocolmo,9,4,4,0,Camping & Hiking,0
2015-06-01 07:19:00,2015-06-03 07:19:00,Standard Class,Northern Europe,Reino Unido,Inglaterra,6,2,4,0,Camping & Hiking,0
2017-08-14 11:58:00,2017-08-20 11:58:00,Standard Class,Southern Europe,España,Valenciana,8,6,4,1,Camping & Hiking,1
2015-07-03 13:34:00,2015-07-05 13:34:00,Standard Class,Southern Europe,España,Madrid,7,2,4,0,Fishing,0
2015-08-15 06:41:00,2015-08-18 06:41:00,Standard Class,Western Europe,Francia,Bretaña,8,3,4,0,Camping & Hiking,0
2016-12-10 22:39:00,2016-12-16 22:39:00,Standard Class,Eastern Europe,Bielorrusia,Grodno,12,6,4,1,Camping & Hiking,1
2015-06-01 07:19:00,2015-06-03 07:19:00,Standard Class,Northern Europe,Reino Unido,Inglaterra,6,2,4,0,Camping & Hiking,0
2015-07-30 11:58:00,2015-08-01 11:58:00,Standard Class,Northern Europe,Reino Unido,Inglaterra,7,2,4,0,Fishing,0
2015-08-24 01:56:00,2015-08-30 01:56:00,Standard Class,Southern Europe,Italia,Cerdeña,8,6,4,1,Camping & Hiking,1
2015-09-12 06:18:00,2015-09-17 06:18:00,Standard Class,Southern Europe,Italia,Emilia-Romaña,9,5,4,1,Fishing,1
2015-09-15 09:58:00,2015-09-21 09:58:00,Standard Class,Western Europe,Países Bajos,Brabante Septentrional,9,6,4,1,Fishing,1
2015-09-10 15:03:00,2015-09-13 15:03:00,Standard Class,Western Europe,Suiza,Basilea-Ciudad,9,3,4,0,Fishing,0
2015-07-11 16:22:00,2015-07-14 16:22:00,Standard Class,Northern Europe,Reino Unido,Inglaterra,7,3,4,0,Fishing,0
2015-06-19 16:45:00,2015-06-21 16:45:00,Standard Class,Southern Europe,Italia,Sicilia,6,2,4,0,Fishing,0
2017-07-28 09:43:00,2017-08-02 09:43:00,Standard Class,Western Europe,Francia,Provenza-Alpes-Costa Azul,7,5,4,1,Camping & Hiking,1
2017-07-05 02:34:00,2017-07-09 02:34:00,Standard Class,Western Europe,Bélgica,Amberes,7,4,4,0,Camping & Hiking,0
2015-10-17 13:05:00,2015-10-19 13:05:00,Standard Class,Western Europe,Francia,Isla de Francia,10,2,4,0,Camping & Hiking,0
2015-08-10 16:19:00,2015-08-13 16:19:00,Standard Class,Western Europe,Francia,Borgoña-Franco Condado,8,3,4,0,Fishing,0
2015-09-16 06:38:00,2015-09-21 06:38:00,Standard Class,Northern Europe,Reino Unido,Inglaterra,9,5,4,1,Camping & Hiking,1
2017-06-20 03:07:00,2017-06-23 03:07:00,Standard Class,Southern Europe,España,Cataluña,6,3,4,0,Camping & Hiking,0
2015-06-19 16:45:00,2015-06-21 16:45:00,Standard Class,Southern Europe,Italia,Sicilia,6,2,4,0,Fishing,0
2015-07-27 19:09:00,2015-07-29 19:09:00,Standard Class,Western Europe,Alemania,Schleswig-Holstein,7,2,4,0,Camping & Hiking,0
2016-12-29 14:02:00,2017-01-01 14:02:00,Standard Class,Eastern Europe,Bulgaria,Sofía-Ciudad,12,3,4,0,Camping & Hiking,0
2015-09-20 18:33:00,2015-09-23 18:33:00,Standard Class,Northern Europe,Reino Unido,Inglaterra,9,3,4,0,Camping & Hiking,0
2015-06-16 21:08:00,2015-06-20 21:08:00,Standard Class,Northern Europe,Reino Unido,Inglaterra,6,4,4,0,Camping & Hiking,0
2017-06-25 09:14:00,2017-06-28 09:14:00,Standard Class,Western Europe,Francia,Provenza-Alpes-Costa Azul,6,3,4,0,Camping & Hiking,0
2015-07-02 07:06:00,2015-07-07 07:06:00,Standard Class,Western Europe,Alemania,Renania-Palatinado,7,5,4,1,Camping & Hiking,1
2015-10-04 07:40:00,2015-10-10 07:40:00,Standard Class,Northern Europe,Dinamarca,Región Capital,10,6,4,1,Camping & Hiking,1
2017-07-25 06:02:00,2017-07-29 06:02:00,Standard Class,Southern Europe,Italia,Lombardía,7,4,4,0,Camping & Hiking,0
2015-07-22 04:58:00,2015-07-26 04:58:00,Standard Class,Southern Europe,Italia,Piamonte,7,4,4,0,Camping & Hiking,0
2015-06-17 06:14:00,2015-06-22 06:14:00,Standard Class,Southern Europe,Italia,Emilia-Romaña,6,5,4,1,Fishing,1
2015-08-27 06:40:00,2015-09-01 06:40:00,Standard Class,Western Europe,Francia,Auvernia-Ródano-Alpes,8,5,4,1,Fishing,1
2015-08-03 06:21:00,2015-08-08 06:21:00,Standard Class,Western Europe,Francia,Isla de Francia,8,5,4,1,Fishing,1
2015-07-22 13:22:00,2015-07-25 13:22:00,Standard Class,Western Europe,Francia,Norte-Paso de Calais-Picardía,7,3,4,0,Fishing,0
2015-07-11 15:40:00,2015-07-17 15:40:00,Standard Class,Northern Europe,Reino Unido,Inglaterra,7,6,4,1,Camping & Hiking,1
2015-09-09 08:34:00,2015-09-15 08:34:00,Standard Class,Northern Europe,Reino Unido,Inglaterra,9,6,4,1,Fishing,1
2017-09-23 15:25:00,2017-09-29 15:25:00,Standard Class,Southern Europe,España,Madrid,9,6,4,1,Camping & Hiking,1
2015-10-10 15:43:00,2015-10-15 15:43:00,Standard Class,Western Europe,Alemania,Renania del Norte-Westfalia,10,5,4,1,Camping & Hiking,1
2015-06-09 05:12:00,2015-06-13 05:12:00,Standard Class,Western Europe,Países Bajos,Brabante Septentrional,6,4,4,0,Fishing,0
2016-09-02 08:57:00,2016-09-07 08:57:00,Standard Class,Eastern Europe,Ucrania,Lviv,9,5,4,1,Camping & Hiking,1
2017-07-09 00:06:00,2017-07-15 00:06:00,Standard Class,Northern Europe,Reino Unido,Inglaterra,7,6,4,1,Camping & Hiking,1
2015-10-19 01:10:00,2015-10-24 01:10:00,Standard Class,Northern Europe,Suecia,Estocolmo,10,5,4,1,Camping & Hiking,1
2015-07-27 20:33:00,2015-08-02 20:33:00,Standard Class,Western Europe,Francia,Isla de Francia,7,6,4,1,Fishing,1
2015-10-19 01:10:00,2015-10-24 01:10:00,Standard Class,Northern Europe,Suecia,Estocolmo,10,5,4,1,Camping & Hiking,1
2015-09-04 07:42:00,2015-09-10 07:42:00,Standard Class,Northern Europe,Reino Unido,Inglaterra,9,6,4,1,Camping & Hiking,1
2015-08-21 18:35:00,2015-08-24 18:35:00,Standard Class,Northern Europe,Finlandia,Uusimaa,8,3,4,0,Fishing,0
2017-07-03 14:29:00,2017-07-09 14:29:00,Standard Class,Southern Europe,España,Madrid,7,6,4,1,Camping & Hiking,1
2017-09-12 05:48:00,2017-09-17 05:48:00,Standard Class,Western Europe,Alemania,Renania del Norte-Westfalia,9,5,4,1,Camping & Hiking,1
2015-10-12 19:13:00,2015-10-14 19:13:00,Standard Class,Western Europe,Francia,Norte-Paso de Calais-Picardía,10,2,4,0,Camping & Hiking,0
2015-10-12 19:13:00,2015-10-14 19:13:00,Standard Class,Western Europe,Francia,Norte-Paso de Calais-Picardía,10,2,4,0,Fishing,0
2015-08-03 00:24:00,2015-08-06 00:24:00,Standard Class,Western Europe,Alemania,Renania del Norte-Westfalia,8,3,4,0,Fishing,0
2015-07-20 02:10:00,2015-07-24 02:10:00,Standard Class,Western Europe,Austria,Viena,7,4,4,0,Fishing,0
2016-12-26 23:41:00,2016-12-31 23:41:00,Standard Class,Eastern Europe,Polonia,Silesia,12,5,4,1,Camping & Hiking,1
2016-12-04 12:09:00,2016-12-09 12:09:00,Standard Class,Eastern Europe,Bulgaria,Sofía-Ciudad,12,5,4,1,Camping & Hiking,1
2016-09-03 21:44:00,2016-09-08 21:44:00,Standard Class,Eastern Europe,Hungría,Gy?r,9,5,4,1,Camping & Hiking,1
2015-10-21 04:40:00,2015-10-23 04:40:00,Standard Class,Northern Europe,Reino Unido,Inglaterra,10,2,4,0,Fishing,0
2015-10-09 02:35:00,2015-10-13 02:35:00,Standard Class,Northern Europe,Irlanda,Dublín,10,4,4,0,Fishing,0
2015-08-30 13:51:00,2015-09-05 13:51:00,Standard Class,Southern Europe,Italia,Abruzos,8,6,4,1,Camping & Hiking,1
2015-06-08 23:15:00,2015-06-10 23:15:00,Standard Class,Southern Europe,Italia,Véneto,6,2,4,0,Camping & Hiking,0
2015-09-01 18:03:00,2015-09-06 18:03:00,Standard Class,Southern Europe,Italia,Sicilia,9,5,4,1,Fishing,1
2017-09-21 03:09:00,2017-09-25 03:09:00,Standard Class,Western Europe,Alemania,Bavaria,9,4,4,0,Camping & Hiking,0
2017-09-12 05:48:00,2017-09-17 05:48:00,Standard Class,Western Europe,Alemania,Renania del Norte-Westfalia,9,5,4,1,Camping & Hiking,1
2017-08-31 08:37:00,2017-09-06 08:37:00,Standard Class,Western Europe,Francia,Isla de Francia,8,6,4,1,Camping & Hiking,1
2015-05-31 20:06:00,2015-06-05 20:06:00,Standard Class,Western Europe,Alemania,Turingia,5,5,4,1,Camping & Hiking,1
2015-10-13 11:41:00,2015-10-17 11:41:00,Standard Class,Western Europe,Alemania,Bremen,10,4,4,0,Fishing,0
2015-08-19 04:56:00,2015-08-21 04:56:00,Standard Class,Western Europe,Francia,Auvernia-Ródano-Alpes,8,2,4,0,Fishing,0
2015-07-29 00:13:00,2015-08-03 00:13:00,Standard Class,Western Europe,Países Bajos,Holanda Meridional,7,5,4,1,Fishing,1
2016-12-04 12:09:00,2016-12-09 12:09:00,Standard Class,Eastern Europe,Bulgaria,Sofía-Ciudad,12,5,4,1,Camping & Hiking,1
2016-08-30 08:05:00,2016-09-01 08:05:00,Standard Class,Eastern Europe,Polonia,Mazovia,8,2,4,0,Camping & Hiking,0
2017-08-16 16:52:00,2017-08-18 16:52:00,Standard Class,Northern Europe,Reino Unido,Inglaterra,8,2,4,0,Camping & Hiking,0
2017-08-01 10:25:00,2017-08-07 10:25:00,Standard Class,Northern Europe,Noruega,Vest-Agder,8,6,4,1,Camping & Hiking,1
2015-06-08 23:15:00,2015-06-10 23:15:00,Standard Class,Southern Europe,Italia,Véneto,6,2,4,0,Camping & Hiking,0
2015-06-29 01:40:00,2015-07-03 01:40:00,Standard Class,Western Europe,Francia,Isla de Francia,6,4,4,0,Fishing,0
2016-12-04 12:09:00,2016-12-09 12:09:00,Standard Class,Eastern Europe,Bulgaria,Sofía-Ciudad,12,5,4,1,Camping & Hiking,1
2017-09-10 06:51:00,2017-09-16 06:51:00,Standard Class,Northern Europe,Reino Unido,Escocia,9,6,4,1,Camping & Hiking,1
2017-06-27 14:29:00,2017-07-02 14:29:00,Standard Class,Northern Europe,Reino Unido,Escocia,6,5,4,1,Camping & Hiking,1
2015-08-31 10:52:00,2015-09-06 10:52:00,Standard Class,Southern Europe,España,Madrid,8,6,4,1,Fishing,1
2017-09-12 03:00:00,2017-09-14 03:00:00,Standard Class,Western Europe,Alemania,Bavaria,9,2,4,0,Camping & Hiking,0
2015-09-14 02:47:00,2015-09-16 02:47:00,Standard Class,Western Europe,Francia,Norte-Paso de Calais-Picardía,9,2,4,0,Camping & Hiking,0
2015-06-29 01:40:00,2015-07-03 01:40:00,Standard Class,Western Europe,Francia,Isla de Francia,6,4,4,0,Fishing,0
2015-10-22 03:26:00,2015-10-24 03:26:00,Standard Class,Western Europe,Francia,Normandía,10,2,4,0,Hunting & Shooting,0
2015-08-18 09:18:00,2015-08-24 09:18:00,Standard Class,Northern Europe,Suecia,Estocolmo,8,6,4,1,Camping & Hiking,1
2015-08-31 10:52:00,2015-09-06 10:52:00,Standard Class,Southern Europe,España,Madrid,8,6,4,1,Camping & Hiking,1
2015-07-10 00:05:00,2015-07-13 00:05:00,Standard Class,Southern Europe,España,Madrid,7,3,4,0,Camping & Hiking,0
2015-08-31 10:52:00,2015-09-06 10:52:00,Standard Class,Southern Europe,España,Madrid,8,6,4,1,Fishing,1
2017-07-12 11:29:00,2017-07-16 11:29:00,Standard Class,Western Europe,Francia,Isla de Francia,7,4,4,0,Camping & Hiking,0
2017-07-02 05:54:00,2017-07-05 05:54:00,Standard Class,Western Europe,Francia,Aquitania-Lemosín-Poitou-Charentes,7,3,4,0,Camping & Hiking,0
2015-06-25 22:00:00,2015-06-28 22:00:00,Standard Class,Western Europe,Alemania,Renania del Norte-Westfalia,6,3,4,0,Camping & Hiking,0
2015-08-15 12:59:00,2015-08-21 12:59:00,Standard Class,Western Europe,Alemania,Renania del Norte-Westfalia,8,6,4,1,Fishing,1
2017-10-02 18:02:00,2017-10-07 18:02:00,Standard Class,Western Europe,Francia,Auvernia-Ródano-Alpes,10,5,4,1,Books ,1
2017-10-06 08:34:00,2017-10-08 08:34:00,Standard Class,Western Europe,Francia,Provenza-Alpes-Costa Azul,10,2,4,0,Books ,0
2017-10-06 19:47:00,2017-10-10 19:47:00,Standard Class,Western Europe,Francia,Isla de Francia,10,4,4,0,Books ,0
2017-10-03 14:42:00,2017-10-07 14:42:00,Standard Class,Southern Europe,Italia,Piamonte,10,4,4,0,Books ,0
2017-10-06 05:04:00,2017-10-08 05:04:00,Standard Class,Western Europe,Francia,Provenza-Alpes-Costa Azul,10,2,4,0,Books ,0
2017-11-10 11:09:00,2017-11-12 11:09:00,Standard Class,Western Europe,Francia,Provenza-Alpes-Costa Azul,11,2,4,0,DVDs,0
2017-11-09 03:37:00,2017-11-11 03:37:00,Standard Class,Western Europe,Alemania,Renania del Norte-Westfalia,11,2,4,0,DVDs,0
2017-10-09 01:02:00,2017-10-15 01:02:00,Standard Class,Western Europe,Francia,Borgoña-Franco Condado,10,6,4,1,CDs ,1
2017-11-09 15:31:00,2017-11-15 15:31:00,Standard Class,Western Europe,Francia,Provenza-Alpes-Costa Azul,11,6,4,1,DVDs,1
2017-11-08 19:12:00,2017-11-11 19:12:00,Standard Class,Southern Europe,Italia,Sicilia,11,3,4,0,DVDs,0
2017-10-08 09:58:00,2017-10-11 09:58:00,Standard Class,Northern Europe,Reino Unido,Inglaterra,10,3,4,0,CDs ,0
2017-10-09 23:27:00,2017-10-14 23:27:00,Standard Class,Western Europe,Alemania,Turingia,10,5,4,1,CDs ,1
2017-10-09 16:48:00,2017-10-15 16:48:00,Standard Class,Southern Europe,España,Madrid,10,6,4,1,CDs ,1
2017-11-10 19:54:00,2017-11-12 19:54:00,Standard Class,Northern Europe,Reino Unido,Inglaterra,11,2,4,0,DVDs,0
2017-10-08 21:32:00,2017-10-14 21:32:00,Standard Class,Southern Europe,España,Cataluña,10,6,4,1,CDs ,1
2017-10-31 13:58:00,2017-11-05 13:58:00,Standard Class,Western Europe,Países Bajos,Güeldres,10,5,4,1,Consumer Electronics,1
2017-10-14 02:57:00,2017-10-18 02:57:00,Standard Class,Western Europe,Francia,Isla de Francia,10,4,4,0,Cameras ,0
2017-10-15 03:28:00,2017-10-19 03:28:00,Standard Class,Western Europe,Francia,Países del Loira,10,4,4,0,Cameras ,0
2017-07-30 01:39:00,2017-08-03 01:39:00,Standard Class,Western Europe,Alemania,Hamburgo,7,4,4,0,Baseball & Softball,0
2017-08-07 16:21:00,2017-08-11 16:21:00,Standard Class,Western Europe,Francia,Provenza-Alpes-Costa Azul,8,4,4,0,Cardio Equipment,0
2017-10-08 01:33:00,2017-10-12 01:33:00,Standard Class,Northern Europe,Reino Unido,Inglaterra,10,4,4,0,Baby ,0
2017-06-25 23:15:00,2017-06-28 23:15:00,Standard Class,Western Europe,Alemania,Renania del Norte-Westfalia,6,3,4,0,Men's Footwear,0
2017-08-06 14:05:00,2017-08-10 14:05:00,Standard Class,Western Europe,Francia,Languedoc-Rosellón-Mediodía-Pirineos,8,4,4,0,Men's Footwear,0
2016-09-11 08:25:00,2016-09-16 08:25:00,Standard Class,Eastern Europe,Polonia,Opole,9,5,4,1,Cleats,1
2015-07-27 17:24:00,2015-07-29 17:24:00,Standard Class,Southern Europe,Portugal,Lisboa,7,2,4,0,Men's Footwear,0
2017-08-14 12:19:00,2017-08-16 12:19:00,Standard Class,Western Europe,Alemania,Schleswig-Holstein,8,2,4,0,Men's Footwear,0
2017-06-18 06:37:00,2017-06-24 06:37:00,Standard Class,Western Europe,Francia,Isla de Francia,6,6,4,1,Men's Footwear,1
2016-10-13 13:37:00,2016-10-15 13:37:00,Standard Class,Eastern Europe,Ucrania,Chernihiv,10,2,4,0,Cleats,0
2016-11-24 18:49:00,2016-11-28 18:49:00,Standard Class,Eastern Europe,Bielorrusia,Grodno,11,4,4,0,Men's Footwear,0
2016-09-11 08:25:00,2016-09-16 08:25:00,Standard Class,Eastern Europe,Polonia,Opole,9,5,4,1,Men's Footwear,1
2015-07-27 17:24:00,2015-07-29 17:24:00,Standard Class,Southern Europe,Portugal,Lisboa,7,2,4,0,Men's Footwear,0
2017-09-24 12:26:00,2017-09-30 12:26:00,Standard Class,Western Europe,Bélgica,Flanders Oriental,9,6,4,1,Men's Footwear,1
2016-10-13 13:37:00,2016-10-15 13:37:00,Standard Class,Eastern Europe,Ucrania,Chernihiv,10,2,4,0,Men's Footwear,0
2017-11-07 15:11:00,2017-11-10 15:11:00,Standard Class,Northern Europe,Suecia,Estocolmo,11,3,4,0,Crafts,0
2017-10-19 19:56:00,2017-10-24 19:56:00,Standard Class,Western Europe,Austria,Viena,10,5,4,1,Children's Clothing,1
2017-07-14 05:11:00,2017-07-17 05:11:00,Standard Class,Northern Europe,Reino Unido,Inglaterra,7,3,4,0,Cleats,0
2017-07-24 03:25:00,2017-07-27 03:25:00,Standard Class,Southern Europe,España,País Vasco,7,3,4,0,Men's Footwear,0
2015-09-25 20:49:00,2015-09-27 20:49:00,Standard Class,Southern Europe,España,Cataluña,9,2,4,0,Men's Footwear,0
2015-10-15 17:38:00,2015-10-18 17:38:00,Standard Class,Western Europe,Austria,Viena,10,3,4,0,Cleats,0
2015-07-20 13:23:00,2015-07-26 13:23:00,Standard Class,Western Europe,Francia,Países del Loira,7,6,4,1,Men's Footwear,1
2015-06-20 17:58:00,2015-06-24 17:58:00,Standard Class,Southern Europe,España,Cantabria,6,4,4,0,Men's Footwear,0
2017-09-21 18:34:00,2017-09-24 18:34:00,Standard Class,Western Europe,Francia,Isla de Francia,9,3,4,0,Men's Footwear,0
2017-08-10 20:44:00,2017-08-12 20:44:00,Standard Class,Western Europe,Alemania,Berlín,8,2,4,0,Men's Footwear,0
2015-08-28 01:14:00,2015-08-31 01:14:00,Standard Class,Northern Europe,Reino Unido,Inglaterra,8,3,4,0,Men's Footwear,0
2015-09-27 06:27:00,2015-09-30 06:27:00,Standard Class,Southern Europe,Italia,Toscana,9,3,4,0,Men's Footwear,0
2015-06-20 17:37:00,2015-06-23 17:37:00,Standard Class,Southern Europe,España,Cantabria,6,3,4,0,Men's Footwear,0
2017-08-10 20:44:00,2017-08-12 20:44:00,Standard Class,Western Europe,Alemania,Berlín,8,2,4,0,Men's Footwear,0
2016-09-03 22:47:00,2016-09-06 22:47:00,Standard Class,Eastern Europe,Rusia,Kaliningrado,9,3,4,0,Men's Footwear,0
2015-06-20 17:37:00,2015-06-23 17:37:00,Standard Class,Southern Europe,España,Cantabria,6,3,4,0,Men's Footwear,0
2015-08-16 02:18:00,2015-08-20 02:18:00,Standard Class,Western Europe,Bélgica,Amberes,8,4,4,0,Cleats,0
2015-10-08 13:58:00,2015-10-11 13:58:00,Standard Class,Western Europe,Francia,Alsacia-Champaña-Ardenas-Lorena,10,3,4,0,Men's Footwear,0
2015-10-03 13:27:00,2015-10-07 13:27:00,Standard Class,Western Europe,Países Bajos,Holanda Meridional,10,4,4,0,Men's Footwear,0
2015-08-19 08:26:00,2015-08-21 08:26:00,Standard Class,Western Europe,Francia,Auvernia-Ródano-Alpes,8,2,4,0,Men's Footwear,0
2015-06-09 16:25:00,2015-06-15 16:25:00,Standard Class,Western Europe,Alemania,Bavaria,6,6,4,1,Men's Footwear,1
2015-10-18 14:39:00,2015-10-23 14:39:00,Standard Class,Northern Europe,Noruega,Hordaland,10,5,4,1,Men's Footwear,1
2015-10-03 13:27:00,2015-10-07 13:27:00,Standard Class,Western Europe,Países Bajos,Holanda Meridional,10,4,4,0,Men's Footwear,0
2015-09-08 05:36:00,2015-09-12 05:36:00,Standard Class,Western Europe,Francia,Centro-Valle de Loira,9,4,4,0,Men's Footwear,0
2015-06-19 16:03:00,2015-06-24 16:03:00,Standard Class,Western Europe,Francia,Norte-Paso de Calais-Picardía,6,5,4,1,Men's Footwear,1
2015-10-18 14:39:00,2015-10-23 14:39:00,Standard Class,Northern Europe,Noruega,Hordaland,10,5,4,1,Men's Footwear,1
2015-10-04 07:19:00,2015-10-09 07:19:00,Standard Class,Northern Europe,Dinamarca,Región Capital,10,5,4,1,Men's Footwear,1
2015-09-12 11:33:00,2015-09-17 11:33:00,Standard Class,Western Europe,Francia,Provenza-Alpes-Costa Azul,9,5,4,1,Men's Footwear,1
2017-08-07 16:21:00,2017-08-11 16:21:00,Standard Class,Western Europe,Francia,Provenza-Alpes-Costa Azul,8,4,4,0,Men's Footwear,0
2015-08-01 11:36:00,2015-08-04 11:36:00,Standard Class,Western Europe,Francia,Isla de Francia,8,3,4,0,Men's Footwear,0
2015-09-23 07:30:00,2015-09-25 07:30:00,Standard Class,Northern Europe,Noruega,Oslo,9,2,4,0,Men's Footwear,0
2017-10-18 21:52:00,2017-10-20 21:52:00,Standard Class,Western Europe,Países Bajos,Overijssel,10,2,4,0,Children's Clothing,0
2015-09-20 08:02:00,2015-09-23 08:02:00,Standard Class,Western Europe,Alemania,Renania del Norte-Westfalia,9,3,4,0,Men's Footwear,0
2017-10-19 22:23:00,2017-10-21 22:23:00,Standard Class,Northern Europe,Reino Unido,Inglaterra,10,2,4,0,Children's Clothing,0
2015-06-29 14:38:00,2015-07-05 14:38:00,Standard Class,Northern Europe,Reino Unido,Inglaterra,6,6,4,1,Men's Footwear,1
2017-06-23 23:36:00,2017-06-25 23:36:00,Standard Class,Western Europe,Francia,Isla de Francia,6,2,4,0,Men's Footwear,0
2015-09-24 17:50:00,2015-09-29 17:50:00,Standard Class,Western Europe,Países Bajos,Güeldres,9,5,4,1,Men's Footwear,1
2015-06-29 14:38:00,2015-07-05 14:38:00,Standard Class,Northern Europe,Reino Unido,Inglaterra,6,6,4,1,Men's Footwear,1
2015-08-01 11:36:00,2015-08-04 11:36:00,Standard Class,Western Europe,Francia,Isla de Francia,8,3,4,0,Women's Apparel,0
2015-08-01 11:36:00,2015-08-04 11:36:00,Standard Class,Western Europe,Francia,Isla de Francia,8,3,4,0,Shop By Sport,0
2015-06-25 20:36:00,2015-06-29 20:36:00,Standard Class,Western Europe,Alemania,Mecklemburgo-Pomerania Occidental,6,4,4,0,Women's Apparel,0
2015-09-20 08:02:00,2015-09-23 08:02:00,Standard Class,Western Europe,Alemania,Renania del Norte-Westfalia,9,3,4,0,Women's Apparel,0
2015-09-07 13:29:00,2015-09-10 13:29:00,Standard Class,Western Europe,Bélgica,Lieja,9,3,4,0,Women's Apparel,0
2015-06-18 22:11:00,2015-06-22 22:11:00,Standard Class,Western Europe,Francia,Provenza-Alpes-Costa Azul,6,4,4,0,Electronics,0
2015-08-28 01:14:00,2015-08-31 01:14:00,Standard Class,Northern Europe,Reino Unido,Inglaterra,8,3,4,0,Electronics,0
2015-07-27 17:24:00,2015-07-29 17:24:00,Standard Class,Southern Europe,Portugal,Lisboa,7,2,4,0,Electronics,0
2017-06-25 23:15:00,2017-06-28 23:15:00,Standard Class,Western Europe,Alemania,Renania del Norte-Westfalia,6,3,4,0,Camping & Hiking,0
2015-08-03 16:10:00,2015-08-06 16:10:00,Standard Class,Western Europe,Francia,Auvernia-Ródano-Alpes,8,3,4,0,Fishing,0
2017-07-20 08:19:00,2017-07-23 08:19:00,Standard Class,Southern Europe,Italia,Véneto,7,3,4,0,Camping & Hiking,0
2015-10-18 14:39:00,2015-10-23 14:39:00,Standard Class,Northern Europe,Noruega,Hordaland,10,5,4,1,Camping & Hiking,1
2015-07-10 02:32:00,2015-07-15 02:32:00,Standard Class,Southern Europe,Italia,Lacio,7,5,4,1,Fishing,1
2015-10-08 13:58:00,2015-10-11 13:58:00,Standard Class,Western Europe,Francia,Alsacia-Champaña-Ardenas-Lorena,10,3,4,0,Fishing,0
2015-10-04 07:19:00,2015-10-09 07:19:00,Standard Class,Northern Europe,Dinamarca,Región Capital,10,5,4,1,Fishing,1
2017-08-14 12:19:00,2017-08-16 12:19:00,Standard Class,Western Europe,Alemania,Schleswig-Holstein,8,2,4,0,Camping & Hiking,0
2017-08-10 20:44:00,2017-08-12 20:44:00,Standard Class,Western Europe,Alemania,Berlín,8,2,4,0,Camping & Hiking,0
2017-08-07 16:21:00,2017-08-11 16:21:00,Standard Class,Western Europe,Francia,Provenza-Alpes-Costa Azul,8,4,4,0,Camping & Hiking,0
2015-10-03 13:27:00,2015-10-07 13:27:00,Standard Class,Western Europe,Países Bajos,Holanda Meridional,10,4,4,0,Camping & Hiking,0
2015-10-04 07:19:00,2015-10-09 07:19:00,Standard Class,Northern Europe,Dinamarca,Región Capital,10,5,4,1,Fishing,1
2015-10-15 17:38:00,2015-10-18 17:38:00,Standard Class,Western Europe,Austria,Viena,10,3,4,0,Fishing,0
2015-07-12 12:20:00,2015-07-17 12:20:00,Standard Class,Western Europe,Alemania,Renania-Palatinado,7,5,4,1,Fishing,1
2016-10-13 13:37:00,2016-10-15 13:37:00,Standard Class,Eastern Europe,Ucrania,Chernihiv,10,2,4,0,Camping & Hiking,0
